23:10:13,323,444,213,436,297,630,143,604
23:13:48,388,748,229,736,370,996,222,983
23:32:45,407,107,156,105,368,459,197,465,None,None,None,None,None,None,None,None
23:34:23,286,403,85,383,None,None,None,None,None,None,None,None,None,None,None,None
23:35:12,452,109,205,109,375,467,207,451,None,None,None,None,None,None,None,None
09:26:37,484,451,169,461,None,None,None,None,None,None,None,None,None,None,None,None
09:33:01,512,463,154,464,None,None,None,None,None,None,None,None,None,None,None,None
